duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,cast,director,country,listed_in,year_added,month_added
78,0,Movie,Deadcon,2020-01-16,2019.0,TV-MA,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise.",81147285.0,"Lauren Elizabeth, Lukas Gage, Caeli, Carl Gilliard, Richard Kohnke, Judah Mackey, Claudia Sulewski, Keith Machekanyanga, Dominic Burgess, Mimi Gianopulos, Mark Dohner, Jessie Paege",Caryn Waechter,United States,Horror Movies,2020,1
109,0,Movie,Get Him to the Greek,2020-01-16,2010.0,R,Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,70120142.0,"Jonah Hill, Colm Meaney, Aziz Ansari, Sean ""P. Diddy"" Combs, Kristen Schaal, Russell Brand, Elisabeth Moss, Rose Byrne, Carla Gallo, Nick Kroll",Nicholas Stoller,United States,"Comedies, Music & Musicals",2020,1
0,1,TV Show,Handsome Siblings,2020-01-16,2020.0,TV-14,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",80996973.0,"Hu Yitian, Tay Ping Hui, Gallen Lo, Nikita Mao, Jason Zheng, Chen Zheyuan, Liang Jie, Vicky Liang, Song Wenzuo, Jin Song",Not Available,China,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2020,1
95,0,Movie,Hop,2020-01-16,2011.0,PG,A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,70142824.0,"James Marsden, Gary Cole, Hugh Laurie, Elizabeth Perkins, Chelsea Handler, Russell Brand, Kaley Cuoco, Hank Azaria, Tiffany Espensen, David Hasselhoff",Tim Hill,"United States, Taiwan, United Kingdom, India, Canada, Malaysia","Children & Family Movies, Comedies",2020,1
86,0,Movie,Jezebel,2020-01-16,2019.0,TV-MA,"During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",81235729.0,"Tiffany Tenille, Rockwelle Dortch, Dennis Jaffee, Zoe Tyson, Charlie Taylor, Brett Gelman, Numa Perrier, Stephen Barrington, Amy Aitken, Bobby Field, Jessa Zarubica, RiRia",Numa Perrier,United States,"Dramas, Independent Movies",2020,1
132,0,Movie,Legend,2020-01-16,2015.0,R,Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,80057599.0,"Tom Hardy, Christopher Eccleston, Paul Bettany, Chazz Palminteri, Tara Fitzgerald, Emily Browning, David Thewlis, Duffy, Taron Egerton, Colin Morgan",Brian Helgeland,"United Kingdom, France, United States","Dramas, International Movies, Thrillers",2020,1
107,0,Movie,NiNoKuni,2020-01-16,2019.0,TV-14,Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.,81093113.0,"Kento Yamazaki, Maaya Sakamoto, Kenjiro Tsuda, Yuki Kaji, Tsuyoshi Muro, Mackenyu, Mei Nagano, Mamoru Miyano, Koichi Yamadera, Masatoh Ibu",Yoshiyuki Momose,Japan,"Action & Adventure, Anime Features, Children & Family Movies",2020,1
122,0,Movie,Steve Jobs,2020-01-16,2015.0,R,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac.",80049358.0,"Michael Fassbender, Michael Stuhlbarg, Perla Haney-Jardine, Katherine Waterston, Adam Shapiro, Kate Winslet, Seth Rogen, Jeff Daniels, Sarah Snook, John Ortiz",Danny Boyle,"United Kingdom, United States",Dramas,2020,1
99,0,Movie,Driven to Dance,2019-01-16,2018.0,TV-PG,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",81050192.0,"Juliet Doherty, Kaitlyn Black",Not Available,United States,Dramas,2019,1
94,0,Movie,Skyline,2019-01-16,2010.0,PG-13,"After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",70141971.0,"Eric Balfour, Neil Hopkins, Donald Faison, David Zayas, J. Paul Boehmer, Scottie Thompson, Brittany Daniel, Crystal Reed, Robin Gammell, Tanya Newbould","Colin Strause, Greg Strause",United States,"Action & Adventure, Sci-Fi & Fantasy",2019,1
106,0,Movie,A Serious Man,2018-01-16,2009.0,R,"With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance.",70114021.0,"Michael Stuhlbarg, Adam Arkin, Alan Mandell, Amy Landecker, Aaron Wolff, Brent Braunschweig, Richard Kind, Fred Melamed, Jessica McManus, Sari Lennick, Fyvush Finkel, Peter Breitmayer","Ethan Coen, Joel Coen","United States, United Kingdom, France","Comedies, Independent Movies",2018,1
117,0,Movie,Dallas Buyers Club,2018-01-16,2013.0,R,"Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad.",70275751.0,"Matthew McConaughey, Steve Zahn, Dallas Roberts, Michael O'Neill, Donna DuPlantier, Jennifer Garner, Jared Leto, Denis O'Hare, Griffin Dunne, Kevin Rankin",Jean-Marc Vallée,United States,"Dramas, Independent Movies, LGBTQ Movies",2018,1
60,0,Movie,Katt Williams: Great America,2018-01-16,2018.0,TV-MA,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef.",80216224.0,Katt Williams,Not Available,United States,Stand-Up Comedy,2018,1
119,0,Movie,Flash of Genius,2017-01-16,2008.0,PG-13,A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.,70098902.0,"Greg Kinnear, Bill Smitrovich, Daniel Roebuck, Mitch Pileggi, Chuck Shamata, Lauren Graham, Dermot Mulroney, Andrew Gillies, Alan Alda, Tim Kelleher, Aaron Abrams",Marc Abraham,"Canada, United States",Dramas,2017,1
90,0,Movie,The Rezort,2017-01-16,2016.0,TV-MA,"After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails.",80118718.0,"Dougray Scott, Elen Rhys, Claire Goose, Jessica De Gouw, Martin McCann, Jassa Ahluwalia",Steve Barker,"United Kingdom, Spain, Belgium","Horror Movies, International Movies",2017,1
88,0,Movie,Big Fat Liar,2020-01-15,2002.0,PG,Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.,60022265.0,"Frankie Muniz, Donald Faison, Russell Hornsby, Sandra Oh, Lee Majors, Paul Giamatti, Amanda Bynes, John Cho, Amanda Detmer, Michael Bryan French, Christine Tucci",Shawn Levy,"United States, Germany","Children & Family Movies, Comedies",2020,1
95,0,Movie,Bulbul Can Sing,2020-01-15,2018.0,TV-14,"Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",81026003.0,"Arnali Das, Deepjyoti Kalita, Pakija Begum, Manoranjan Das, Banita Thakuriya, Manabendra Das",Rima Das,India,"Dramas, Independent Movies, International Movies",2020,1
108,0,Movie,Eye For An Eye,2020-01-15,2019.0,TV-MA,"A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord.",80997602.0,"Luis Tosar, María Vázquez, Rebeca Montero, Daniel Currás, Tamara Canosa, Xan Cejudo, Ismael Martínez, Enric Auquer, Luisa Mayol, Jessica Serna",Paco Plaza,Spain,"Dramas, International Movies, Thrillers",2020,1
0,1,TV Show,Killer Inside: The Mind of Aaron Hernandez,2020-01-15,2020.0,TV-MA,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",81062828.0,Aaron Hernandez,Not Available,United States,"Crime TV Shows, Docuseries",2020,1
99,0,Movie,MindGamers,2020-01-15,2017.0,R,"Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",80169611.0,"Tom Payne, Turlough Convery, Dominique Tipper, Oliver Stark, Pedja Bjelac, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Ryan Doyle, Simon Paisley-day",Andrew Goth,Austria,"International Movies, Sci-Fi & Fantasy, Thrillers",2020,1
95,0,Movie,Saving Zoë,2020-01-15,2019.0,R,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,81144867.0,"Laura Marano, Michael Provost, Ken Jeong, Nathaniel Buzolic, Whitney Goin, Vanessa Marano, Christopher Tavarez, Jason Davis, Giorgia Whigham, Annie Jacob, Evan Castelloe",Jeffrey G. Hunt,United States,Dramas,2020,1
103,0,Movie,The Brave,2020-01-15,2019.0,TV-MA,"With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy.",81127333.0,"Armand Assante, Igor Jijikine, Bessart Kallaku, Ivan Makarevich, Louis Mandylor, Yuriy Kutsenko, Ravshana Kurkova, Ervin Bejleri",William Kaufman,United States,"Action & Adventure, Independent Movies",2020,1
89,0,Movie,Where the Money Is,2020-01-15,2000.0,PG-13,"Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",60000878.0,"Paul Newman, Anne Pitoniak, Irma St. Paule, Bruce MacVittie, Rita Tuckett, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Michel Perron, Dorothy Gordon",Marek Kanievska,"Germany, Canada, United States, United Kingdom","Action & Adventure, Comedies, Dramas",2020,1
90,0,Movie,Abducted in Plain Sight,2019-01-15,2017.0,TV-14,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice.",81000864.0,Not Available,Skye Borgman,United States,Documentaries,2019,1
88,0,Movie,"Abdullah, The Final Witness",2019-01-15,2016.0,TV-14,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case.",81047445.0,"Sajid Hasan, Sadia, Asal Deen, Imran Tareen, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Yameen Shah",Hashim Nadeem Khan,Pakistan,"Dramas, International Movies",2019,1
105,0,Movie,Adhugo,2019-01-15,2018.0,TV-14,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.,81052265.0,Not Available,Not Available,India,"Comedies, International Movies, Thrillers",2019,1
118,0,Movie,Chupan Chupai,2019-01-15,2017.0,TV-14,"The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",81045085.0,"Ahsan Khan, Vajdaan Shah, Talat Hussain, Zayed Sheikh, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Javed Sheikh",Mohsin Ali,Pakistan,"Comedies, International Movies",2019,1
86,0,Movie,Deadly Switch,2019-01-15,2019.0,TV-PG,"In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",81050190.0,"Teri Polo, Bryce Durfee, Heather Mazur, Matt Passmore, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Ashlyn Pearce",Svetlana Cvetko,United States,"Independent Movies, Thrillers",2019,1
127,0,Movie,Echcharikkai,2019-01-15,2018.0,TV-14,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down.",81045065.0,"Sathyaraj, Jayakumar, Soundar, Yogi Babu, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, L. Alice",Sarjun,India,"International Movies, Thrillers",2019,1
0,1,TV Show,La Rosa de Guadalupe,2019-01-15,2010.0,TV-PG,"This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters.",70205712.0,"Milia Nader, Marisol del Olmo, Gerardo Murguía, Aleyda Gallardo, Maru Dueñas, Francisco Avendaño, Diego Lara, Sandra Itzel, Roxana Saucedo, Emmanuel Orenday",Not Available,Mexico,"Classic & Cult TV, Crime TV Shows, International TV Shows",2019,1
0,1,TV Show,La Viuda Negra,2019-01-15,2016.0,TV-14,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",80028965.0,"Ana Serradilla, Eileen Moreno, Margarita Reyes, Luis Alfredo Velasco, Raúl Méndez, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Alexander Gil, Luis Roberto Guzmán",Alejandro Lozano,"Colombia, Mexico, United States","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,1
0,1,TV Show,Lavender,2019-01-15,2002.0,TV-14,"Before one of them moves to the U.S., two childhood friends promise to reunite as adults. But illness and the vagaries of the heart stand in the way.",81020716.0,"Ambrose Hsu, Hsia Ching Ting, Lin Heng Yi, Tammy Chen, Wang Jian Long, Lin Wei Jun",Not Available,Taiwan,"International TV Shows, Romantic TV Shows, TV Dramas",2019,1
88,0,Movie,Only Mine,2019-01-15,2018.0,TV-14,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",81050191.0,"Amber Midthunder, Claudia Ferri, Ellen Wroe, Lorenzo James Henrie, Jonna Walsh, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Ashley Holliday Tavares, Nancy Linehan Charles",Michael Civille,United States,Thrillers,2019,1
125,0,Movie,Pandigai,2019-01-15,2017.0,TV-14,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that.",80202078.0,"Kreshna, Black Pandi, Aruldass, Nitin Sathyaa, Prinz Nithik, Anandhi, Saravanan, Madhusudhanan, Karunas, Shanmugha Rajan",Feroz,India,"Action & Adventure, Dramas, International Movies",2019,1
116,0,Movie,Pari,2019-01-15,2018.0,TV-14,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is.",81047446.0,"Junaid Akhtar, Qavi Khan, Faiq Asim, Rasheed Naz, Azekah Daniel, Khushi Maheen, Saleem Mairaj",Syed Atif Ali,Pakistan,"Horror Movies, International Movies",2019,1
102,0,Movie,Revenger,2019-01-15,2018.0,TV-MA,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",81000511.0,"Bruce Khan, Kim Na-yeon, Jeon Soo-jin, Park Cheol-min, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Jae-hyun, Choi Je-heon",Lee Seung-won,South Korea,"Action & Adventure, International Movies",2019,1
65,0,Movie,Sebastian Maniscalco: Stay Hungry,2019-01-15,2019.0,TV-MA,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",80218104.0,Sebastian Maniscalco,Rik Reinholdtsen,United States,Stand-Up Comedy,2019,1
88,0,Movie,The Devil We Know,2019-01-15,2018.0,TV-14,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.,80997719.0,Not Available,"Stephanie Soechtig, Jeremy Seifert",United States,Documentaries,2019,1
106,0,Movie,The Doll,2019-01-15,2016.0,TV-MA,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films.",81044856.0,"Shandy Aulia, Demian Aditya, Hans Gunawan, Faiza Mahnur, Wenty Mamenda, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Aslam Abad, Annette Edoarda",Rocky Soraya,Indonesia,"Horror Movies, International Movies",2019,1
117,0,Movie,The Doll 2,2019-01-15,2017.0,TV-MA,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films.",81044857.0,"Luna Maya, Rydhen Afexi, Shofia Shireen, Ira Ilva Sari, Princess Martinez, Herjunot Ali, Sara Wijayanto, Maria Sabta, Mega Carefansa, Wati Sudiyono",Rocky Soraya,Indonesia,"Horror Movies, International Movies",2019,1
94,0,Movie,A Boy Called Po,2018-01-15,2016.0,PG,"After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",80154682.0,"Christopher Gorham, Caitlin Carmichael, Bryan Batt, Sean Gunn, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Fay Masterson, Brian George",John Asher,United States,"Dramas, Sci-Fi & Fantasy",2018,1
147,0,Movie,Alibaba Aur 40 Chor,2018-01-15,1980.0,TV-PG,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,80158543.0,"Dharmendra, Prem Chopra, Madan Puri, Yakub Akhmedov, Hema Malini, Zeenat Aman, Rolan Bykov, Sofiko Chiaureli","Latif Faiziyev, Umesh Mehra","Soviet Union, India","Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,1
94,0,Movie,Down The Fence,2018-01-15,2017.0,TV-PG,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.",80216543.0,Not Available,M.J. Isakson,United States,Documentaries,2018,1
89,0,Movie,Face 2 Face,2018-01-15,2017.0,TV-MA,"Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",80223136.0,"Daniela Bobadilla, Emily Jordan, Nicholas James Reilly, Karrie Cox, Michael Soulema, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Enspirit, Sheldon A. Smith",Matt Toronto,United States,"Dramas, Independent Movies",2018,1
89,0,Movie,Manolo: The Boy Who Made Shoes for Lizards,2018-01-15,2017.0,TV-MA,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",80189955.0,"Manolo Blahnik, Candace Bushnell, Rihanna, Iman, Rupert Everett, John Galliano, Anna Wintour, André Leon Talley, Sofia Coppola, Paloma Picasso, Naomi Campbell, Isaac Mizrahi",Michael Roberts,United Kingdom,"Documentaries, International Movies",2018,1
89,0,Movie,One More Shot,2018-01-15,2017.0,TV-MA,"Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy.",80195807.0,Not Available,Noah Moskin,United States,Documentaries,2018,1
111,0,Movie,Operation Chromite,2018-01-15,2016.0,NR,"To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",80116307.0,"Jung-jae Lee, Jun-ho Jeong, Cheol-min Park, Beom-su Lee, Liam Neeson, Se-yeon Jin",John H. Lee,South Korea,"Action & Adventure, Dramas, International Movies",2018,1
118,0,Movie,Phir Se,2018-01-15,2015.0,TV-14,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.",80228321.0,"Kunal Kohli, Kanwaljit Singh, Rajit Kapoor, Dalip Tahil, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee","Ajay Bhuyan, Kunal Kohli",India,"International Movies, Romantic Movies",2018,1
153,0,Movie,Pyar Ke Do Pal,2018-01-15,1986.0,TV-PG,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before.",80156940.0,"Mithun Chakraborty, Jagdeep, Satyendra Kapoor, Bindu, Lalita Pawar, Jayapradha, Simple Kapadia, Krishan Dhawan, Shubha Khote, Amrit Pal",Rajiv Mehra,India,"Dramas, International Movies, Music & Musicals",2018,1
87,0,Movie,Rip Tide,2018-01-15,2017.0,TV-Y7,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia.",80222177.0,"Debby Ryan, Aaron Jeffery, Jeremy Lindsay Taylor, Valerie Bader, Kimie Tsukakoshi, Genevieve Hegney, Andrew Creer, Naomi Sequeira, Danielle Carter, Marcus Graham",Rhiannon Bannenberg,"Australia, United Arab Emirates","Children & Family Movies, Dramas, Sports Movies",2018,1
122,0,Movie,Thong Dee Fun Khao,2018-01-15,2017.0,TV-MA,"After losing a boxing match, a talented Muay Thai fighter leaves home to train with the best. On his quest, he finds friends, foes and lots of action.",80224233.0,"Buakaw Banchamek, Vannapoom Songsuparp, Jaran Ngamdee, Chutirada Junthit, Manop Aswathep, Sornsin Maneewan, Phutharit Prombandal, Nantawut Boonrubsub, Kochakorn Nimakorn, Rapeepat Ekpankul",Bin Bunluerit,Thailand,"Action & Adventure, International Movies, Sports Movies",2018,1
97,0,Movie,Unrest,2018-01-15,2017.0,TV-14,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",80168300.0,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman",Jennifer Brea,"United Kingdom, United States",Documentaries,2018,1
121,0,Movie,Urvi,2018-01-15,2017.0,TV-MA,"After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",80228282.0,"Sruthi Hariharan, Madhukar Niyogi, Bhavani Prakash, Prabhu Mundkur, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Ananya Bhat",Pradeep Verma,India,"Dramas, Independent Movies, International Movies",2018,1
105,0,Movie,Berlin Calling,2017-01-15,2008.0,NR,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",70114977.0,"Paul Kalkbrenner, Peter Schneider, Henriette Müller, Rolf Peter Kahl, Max Mauff, Rita Lengyel, Corinna Harfouch, Araba Walton, Udo Kroschwald, Megan Gay",Hannes Stöhr,Germany,"Dramas, International Movies, Music & Musicals",2017,1
83,0,Movie,Harry and Snowman,2017-01-15,2015.0,TV-PG,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",80105342.0,Harry DeLeyer,Ron Davis,United States,"Documentaries, Sports Movies",2017,1
96,0,Movie,Hostage to the Devil,2017-01-15,2016.0,TV-14,"Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms.",80119140.0,Not Available,Marty Stalker,"Ireland, United States, United Kingdom, Italy","Documentaries, International Movies",2017,1
84,0,Movie,Max Rose,2017-01-15,2013.0,TV-14,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,70285683.0,"Jerry Lewis, Kevin Pollak, Dean Stockwell, Mort Sahl, Kerry Bishé, Illeana Douglas, Rance Howard, Lee Weaver, Claire Bloom",Daniel Noah,United States,"Dramas, Independent Movies",2017,1
98,0,Movie,Sarajevo,2017-01-15,2014.0,NR,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",80141338.0,"Florian Teichtmeister, Edin Hasanovic, Mateusz Dopieralski, Eugen Knecht, Erwin Steinhauer, Juraj Kukura, Heino Ferch, Melika Foroutan, Friedrich von Thun, Juergen Maurer, Dominik Warta, Simon Hatzl",Andreas Prochaska,"Austria, Czech Republic","Dramas, International Movies",2017,1
91,0,Movie,Stereo,2017-01-15,2014.0,TV-MA,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",80015154.0,"Jürgen Vogel, Rainer Bock, Helena Schönfelder, Mark Zak, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Fabian Hinrichs",Maximilian Erlenwein,Germany,"International Movies, Thrillers",2017,1
89,0,Movie,Teenage Cocktail,2017-01-15,2016.0,TV-MA,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man.",80106440.0,"Nichole Bloom, AJ Bowen, Joshua Leonard, Fabianne Therese, Michelle Borth, Pat Healy",John Carchietta,United States,"Dramas, Independent Movies, LGBTQ Movies",2017,1
90,0,Movie,The Similars,2017-01-15,2015.0,NR,"Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered.",80128690.0,"Gustavo Sánchez Parra, Carmen Beato, María Elena Olivares, Santiago Torres, Alberto Estrella, Cassandra Ciangherotti, Fernando Becerril, Pablo Guisa Koestinger, Humberto Busto, Catalina Salas, Luis Alberti",Isaac Ezban,Mexico,"Horror Movies, Independent Movies, International Movies",2017,1
89,0,Movie,"Twisted Trunk, Big Fat Body",2017-01-15,2015.0,TV-14,"After terrorists place a bomb inside a toy Lord Ganesha, a child takes off with the dangerous doll, setting it on a course throughout all of Mumbai.",80156769.0,"Vijay Maurya, Prarthana Behere, Aditi Keskar, Jayant Gadekar, Naman Jain, Usha Nadkarni, Mukesh Chhabra, Murari Kumar",Not Available,India,"Dramas, International Movies",2017,1
123,0,Movie,We Are Young. We Are Strong.,2017-01-15,2014.0,NR,"In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.",80141337.0,"Jonas Nay, Saskia Rosendahl, David Schütter, Paul Gäbler, Mai Duong Kieu, Trang Le Hong, Devid Striesow, Joel Basman, Jakob Bieber, Swantje Kohlhof",Burhan Qurbani,Germany,"Dramas, International Movies",2017,1
107,0,Movie,Ip Man,2016-01-15,2008.0,R,"An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",70118799.0,"Donnie Yen, Xing Yu, Chen Zhi Hui, Wong You-nam, Simon Yam, Louis Fan, Lam Ka Tung, Lynn Hung, Hiroyuki Ikeuchi",Wilson Yip,"Hong Kong, China","Action & Adventure, Dramas, International Movies",2016,1
108,0,Movie,Ip Man 2,2016-01-15,2010.0,R,"New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",70137753.0,"Donnie Yen, Lynn Hung, Kent Cheng, Kanin Ngo, Calvin Ka-Sing Cheng, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Darren Shahlavi, Louis Fan",Wilson Yip,"Hong Kong, China","Action & Adventure, International Movies",2016,1
0,1,TV Show,Kipo and the Age of Wonderbeasts,2020-01-14,2020.0,TV-Y7-FV,"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.",80221553.0,"Karen Fukuhara, Dee Bradley Baker, Dan Stevens, Sterling K. Brown, Sydney Mikayla, Deon Cole, Coy Stewart, Jake Green, Steve Blum",Not Available,United States,"Kids' TV, TV Comedies",2020,1
66,0,Movie,Leslie Jones: Time Machine,2020-01-14,2020.0,TV-MA,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",81060049.0,Leslie Jones,"David Benioff, D.B. Weiss",United States,Stand-Up Comedy,2020,1
137,0,Movie,The Master,2020-01-14,2012.0,R,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",70244163.0,"Joaquin Phoenix, Kevin J. O'Connor, Rami Malek, Jesse Plemons, Ambyr Childers, Philip Seymour Hoffman, Amy Adams, Price Carson, Laura Dern, Christopher Evan Welch, Madisen Beaty",Paul Thomas Anderson,United States,"Dramas, Independent Movies",2020,1
132,0,Movie,Women of Mafia 2,2020-01-14,2019.0,TV-MA,"When a major drug deal goes sour, the queen of the Warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter.",81221851.0,"Angie Cepeda, Katarzyna Warnke, Enrique Arce, Piotr Adamczyk, Janusz Chabior, Agnieszka Dygant, Aleksandra Grabowska, Aleksandra Popławska, Amin Bensalem, Wojciech Bocianowski",Patryk Vega,Poland,"Action & Adventure, Dramas, International Movies",2020,1
91,0,Movie,Invisible Essence: The Little Prince,2019-01-14,2018.0,TV-PG,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.",81009823.0,Not Available,Charles Officer,Canada,Documentaries,2019,1
0,1,TV Show,La Grande Chaumière Violette,2019-01-14,2016.0,TV-14,"Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter – and a doomed romance.",81020668.0,"Eli Shi, Herb Hsu, Hsiu-Ling Lin, Bryant Lee, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Ma Ju-lung, Ching-kuan Wang",Not Available,Taiwan,"International TV Shows, TV Dramas",2019,1
